2023-11-1 09:26:39-log: Cannot access game frame or container.
2023-11-1 09:26:39-debug: asset-db:require-engine-code (1487ms)
2023-11-1 09:26:40-log: Cocos Creator v3.8.0
2023-11-1 09:26:40-debug: [Assets Memory track]: asset-db:worker-init: initEngine start:16.90MB, end 87.81MB, increase: 70.91MB
2023-11-1 09:26:40-debug: [Assets Memory track]: asset-db-plugin-register: programming start:88.63MB, end 93.74MB, increase: 5.11MB
2023-11-1 09:26:40-debug: [Assets Memory track]: asset-db:worker-init: initPlugin start:87.82MB, end 91.38MB, increase: 3.56MB
2023-11-1 09:26:40-debug: asset-db:worker-init: initPlugin (421ms)
2023-11-1 09:26:40-debug: [Assets Memory track]: asset-db:worker-init start:16.90MB, end 91.43MB, increase: 74.53MB
2023-11-1 09:26:40-debug: Run asset db hook engine-extends:beforePreStart success!
2023-11-1 09:26:41-debug: %cImport%c: /Applications/Cocos/Creator/3.8.0/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks background: #aaff85; color: #000; color: #000;
2023-11-1 19:00:17-debug: Invalidating 'pack:///chunks/d5/d5608b38b037f8fab3d80ad8b6997514f74129c4.js'
2023-11-1 19:00:17-debug: Invalidating 'pack:///chunks/69/692e357ab8dd6d6e732a354852c3b84dccf14e4a.js'
2023-11-1 19:00:17-debug: Invalidating 'pack:///chunks/84/84741ad843cea9a440c5d8c2d379669b6551400d.js'
2023-11-1 19:00:17-debug: Invalidating 'pack:///chunks/a2/a2b655cedf35e35fc255672fe3c4d5cbea7db315.js'
2023-11-1 19:00:17-debug: Invalidating 'pack:///chunks/76/76c1a93cee563317f70de2023153b810d0a8102a.js'
2023-11-1 19:00:17-debug: Invalidating 'pack:///chunks/f1/f1898c2a7a30d922ddfd5c42cc853c9dc3447597.js'
2023-11-1 19:00:17-debug: Invalidating 'pack:///chunks/1c/1c69316886ce14ef42666f507400192cad65d566.js'
2023-11-1 19:00:17-debug: Invalidating 'pack:///chunks/7a/7a88c74a893484bc78ec61e61067a12144b83816.js'
2023-11-1 19:00:17-debug: Invalidating 'pack:///chunks/f2/f29d2023fa2c129e1974c0c3c054597773b17d4d.js'
2023-11-1 19:00:17-debug: [[Executor]] Module "pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js" loaded.
2023-11-1 19:00:17-debug: [[Executor]] Module "pack:///chunks/0a/0a9720cd6802460e9ee754bdc90c884642eb8e69.js" loaded.
2023-11-1 19:00:17-debug: [[Executor]] Register DebugViewRuntimeControl
2023-11-1 19:00:17-debug: [[Executor]] Module "pack:///chunks/d5/d5608b38b037f8fab3d80ad8b6997514f74129c4.js" loaded.
2023-11-1 19:00:17-debug: [[Executor]] Module "pack:///chunks/a2/a2b655cedf35e35fc255672fe3c4d5cbea7db315.js" loaded.
2023-11-1 19:00:17-debug: [[Executor]] Module "pack:///chunks/84/84741ad843cea9a440c5d8c2d379669b6551400d.js" loaded.
2023-11-1 19:00:17-debug: [[Executor]] Register Grid
2023-11-1 19:00:17-debug: [[Executor]] Module "pack:///chunks/1c/1c69316886ce14ef42666f507400192cad65d566.js" loaded.
2023-11-1 19:00:17-debug: [[Executor]] Register GameArea
2023-11-1 19:00:17-debug: [[Executor]] Module "pack:///chunks/f1/f1898c2a7a30d922ddfd5c42cc853c9dc3447597.js" loaded.
2023-11-1 19:00:17-debug: [[Executor]] Module "pack:///chunks/76/76c1a93cee563317f70de2023153b810d0a8102a.js" loaded.
2023-11-1 19:00:17-debug: [[Executor]] Register Block
2023-11-1 19:00:17-debug: [[Executor]] Module "pack:///chunks/69/692e357ab8dd6d6e732a354852c3b84dccf14e4a.js" loaded.
2023-11-1 19:00:17-debug: [[Executor]] Module "pack:///chunks/7a/7a88c74a893484bc78ec61e61067a12144b83816.js" loaded.
2023-11-1 19:00:17-debug: [[Executor]] Module "pack:///chunks/f2/f29d2023fa2c129e1974c0c3c054597773b17d4d.js" loaded.
2023-11-1 19:00:17-debug: [[Executor]] Module "pack:///chunks/0a/0a9720cd6802460e9ee754bdc90c884642eb8e69.js" loaded.
2023-11-1 19:00:17-debug: [[Executor]] Register GameScene
2023-11-1 19:00:17-debug: 查询 Asset Bundle start0%
2023-11-1 19:00:17-debug: // ---- build task 查询 Asset Bundle ----
2023-11-1 19:00:17-debug: Unregister GameArea
2023-11-1 19:00:17-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
2023-11-1 19:00:17-debug: // ---- build task 查询 Asset Bundle ---- (16ms)
2023-11-1 19:00:17-debug: // ---- build task 查询 Asset Bundle ----
2023-11-1 19:00:17-debug: [Build Memory track]: 查询 Asset Bundle start:283.77MB, end 285.02MB, increase: 1.24MB
2023-11-1 19:00:17-debug: 查询 Asset Bundle start5%
2023-11-1 19:00:17-debug: run build task 查询 Asset Bundle success in 16 ms √5%
2023-11-1 19:00:17-debug: run build task 查询 Asset Bundle success in 0 ms √10%
2023-11-1 19:00:17-debug: 整理部分构建选项内数据到 settings.json start10%
2023-11-1 19:00:17-debug: [Build Memory track]: 查询 Asset Bundle start:285.02MB, end 285.03MB, increase: 9.23KB
2023-11-1 19:00:17-debug: // ---- build task 整理部分构建选项内数据到 settings.json ----
2023-11-1 19:00:17-debug: run build task 整理部分构建选项内数据到 settings.json success in 0 ms √12%
2023-11-1 19:00:17-debug: [Build Memory track]: 整理部分构建选项内数据到 settings.json start:285.04MB, end 285.05MB, increase: 11.06KB
2023-11-1 19:00:17-debug: 填充脚本数据到 settings.json start12%
2023-11-1 19:00:17-debug: // ---- build task 填充脚本数据到 settings.json ----
2023-11-1 19:00:17-debug: // ---- build task 填充脚本数据到 settings.json ---- (1ms)
2023-11-1 19:00:17-debug: // ---- build task 整理部分构建选项内数据到 settings.json ----
2023-11-1 19:00:17-debug: run build task 填充脚本数据到 settings.json success in 1 ms √13%
2023-11-1 19:00:17-debug: 整理部分构建选项内数据到 settings.json start13%
2023-11-1 19:00:17-debug: [Build Memory track]: 填充脚本数据到 settings.json start:285.06MB, end 285.07MB, increase: 11.31KB
2023-11-1 19:00:17-debug: // ---- build task 整理部分构建选项内数据到 settings.json ---- (3ms)
2023-11-1 19:00:17-debug: run build task 整理部分构建选项内数据到 settings.json success in 3 ms √15%
2023-11-1 19:00:17-debug: [Build Memory track]: 整理部分构建选项内数据到 settings.json start:285.08MB, end 285.13MB, increase: 55.59KB
2023-11-1 19:02:10-debug: refresh db internal success
2023-11-1 19:02:10-debug: %cImport%c: /Users/hanchuang/Games/RotateBlock/assets/src/GameArea.tsbackground: #aaff85; color: #000;color: #000;
2023-11-1 19:02:10-debug: refresh db assets success
2023-11-1 19:02:10-debug: Run asset db hook engine-extends:afterRefresh ...
2023-11-1 19:02:10-debug: Run asset db hook engine-extends:afterRefresh success!
2023-11-1 19:02:10-debug: asset-db:refresh-all-database (53ms)
2023-11-1 19:02:10-debug: asset-db:worker-effect-data-processing (1ms)
2023-11-1 19:02:10-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
2023-11-1 19:02:11-debug: Query all assets info in project
2023-11-1 19:02:11-debug: init custom config: keepNodeUuid: false, useCache: true
2023-11-1 19:02:11-debug:   Number of all scenes: 1
2023-11-1 19:02:11-debug:   Number of other assets: 345
2023-11-1 19:02:11-debug:   Number of all scripts: 8
2023-11-1 19:02:11-debug: reload all scripts.
2023-11-1 19:02:11-debug: Incremental keys: 
2023-11-1 19:02:11-debug: Set detail map pack:///resolution-detail-map.json: {}
2023-11-1 19:02:11-debug: Unregister GameScene
2023-11-1 19:02:11-debug: Invalidating 'pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js'
2023-11-1 19:02:11-debug: Invalidating 'pack:///chunks/0a/0a9720cd6802460e9ee754bdc90c884642eb8e69.js'
2023-11-1 19:02:11-debug: Invalidating 'pack:///chunks/d5/d5608b38b037f8fab3d80ad8b6997514f74129c4.js'
2023-11-1 19:02:11-debug: Invalidating 'pack:///chunks/69/692e357ab8dd6d6e732a354852c3b84dccf14e4a.js'
2023-11-1 19:02:11-debug: Invalidating 'pack:///chunks/84/84741ad843cea9a440c5d8c2d379669b6551400d.js'
2023-11-1 19:02:11-debug: Invalidating 'pack:///chunks/a2/a2b655cedf35e35fc255672fe3c4d5cbea7db315.js'
2023-11-1 19:02:11-debug: Invalidating 'pack:///chunks/76/76c1a93cee563317f70de2023153b810d0a8102a.js'
2023-11-1 19:02:11-debug: Unregister Block
2023-11-1 19:02:11-debug: Invalidating 'pack:///chunks/1c/1c69316886ce14ef42666f507400192cad65d566.js'
2023-11-1 19:02:11-debug: Invalidating 'pack:///chunks/7a/7a88c74a893484bc78ec61e61067a12144b83816.js'
2023-11-1 19:02:11-debug: Invalidating 'pack:///chunks/f2/f29d2023fa2c129e1974c0c3c054597773b17d4d.js'
2023-11-1 19:02:11-debug: Unregister DebugViewRuntimeControl
2023-11-1 19:02:11-debug: [[Executor]] Module "pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js" loaded.
2023-11-1 19:02:11-debug: Unregister Grid
2023-11-1 19:02:11-debug: Unregister GameArea
2023-11-1 19:02:11-debug: Invalidating 'pack:///chunks/f1/f1898c2a7a30d922ddfd5c42cc853c9dc3447597.js'
2023-11-1 19:02:11-debug: /Users/hanchuang/Games/RotateBlock/temp/programming/packer-driver/targets/editor/chunks/0a/0a9720cd6802460e9ee754bdc90c884642eb8e69.js resolved to /Users/hanchuang/Games/RotateBlock/temp/programming/packer-driver/targets/editor/chunks/0a/0a9720cd6802460e9ee754bdc90c884642eb8e69.js is not in module cache!
2023-11-1 19:02:11-debug: [[Executor]] Register DebugViewRuntimeControl
2023-11-1 19:02:11-debug: [[Executor]] Module "pack:///chunks/d5/d5608b38b037f8fab3d80ad8b6997514f74129c4.js" loaded.
2023-11-1 19:02:11-debug: [[Executor]] Module "pack:///chunks/0a/0a9720cd6802460e9ee754bdc90c884642eb8e69.js" loaded.
2023-11-1 19:02:11-debug: /Users/hanchuang/Games/RotateBlock/temp/programming/packer-driver/targets/editor/chunks/5a/5ab9e479b5c0cbffca677f7a3c43dc3164f4a474.js resolved to /Users/hanchuang/Games/RotateBlock/temp/programming/packer-driver/targets/editor/chunks/5a/5ab9e479b5c0cbffca677f7a3c43dc3164f4a474.js is not in module cache!
2023-11-1 19:02:11-debug: [[Executor]] Module "pack:///chunks/84/84741ad843cea9a440c5d8c2d379669b6551400d.js" loaded.
2023-11-1 19:02:11-debug: [[Executor]] Module "pack:///chunks/a2/a2b655cedf35e35fc255672fe3c4d5cbea7db315.js" loaded.
2023-11-1 19:02:11-debug: [[Executor]] Module "pack:///chunks/1c/1c69316886ce14ef42666f507400192cad65d566.js" loaded.
2023-11-1 19:02:11-debug: [[Executor]] Register Grid
2023-11-1 19:02:11-debug: [[Executor]] Register GameArea
2023-11-1 19:02:11-debug: [[Executor]] Module "pack:///chunks/5a/5ab9e479b5c0cbffca677f7a3c43dc3164f4a474.js" loaded.
2023-11-1 19:02:11-debug: [[Executor]] Register Block
2023-11-1 19:02:11-debug: [[Executor]] Module "pack:///chunks/7a/7a88c74a893484bc78ec61e61067a12144b83816.js" loaded.
2023-11-1 19:02:11-debug: [[Executor]] Module "pack:///chunks/0a/0a9720cd6802460e9ee754bdc90c884642eb8e69.js" loaded.
2023-11-1 19:02:11-debug: 查询 Asset Bundle start0%
2023-11-1 19:02:11-debug: [[Executor]] Module "pack:///chunks/76/76c1a93cee563317f70de2023153b810d0a8102a.js" loaded.
2023-11-1 19:02:11-debug: // ---- build task 查询 Asset Bundle ----
2023-11-1 19:02:11-debug: [[Executor]] Module "pack:///chunks/69/692e357ab8dd6d6e732a354852c3b84dccf14e4a.js" loaded.
2023-11-1 19:02:11-debug: [[Executor]] Register GameScene
2023-11-1 19:02:11-debug: [[Executor]] Module "pack:///chunks/f2/f29d2023fa2c129e1974c0c3c054597773b17d4d.js" loaded.
2023-11-1 19:02:11-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
2023-11-1 19:02:11-debug: // ---- build task 查询 Asset Bundle ---- (17ms)
2023-11-1 19:02:11-debug: // ---- build task 查询 Asset Bundle ----
2023-11-1 19:02:11-debug: run build task 查询 Asset Bundle success in 17 ms √5%
2023-11-1 19:02:11-debug: 查询 Asset Bundle start5%
2023-11-1 19:02:11-debug: [Build Memory track]: 查询 Asset Bundle start:285.86MB, end 285.64MB, increase: -229.66KB
2023-11-1 19:02:11-debug: // ---- build task 查询 Asset Bundle ---- (1ms)
2023-11-1 19:02:11-debug: // ---- build task 整理部分构建选项内数据到 settings.json ----
2023-11-1 19:02:11-debug: [Build Memory track]: 查询 Asset Bundle start:285.64MB, end 285.66MB, increase: 11.45KB
2023-11-1 19:02:11-debug: 整理部分构建选项内数据到 settings.json start10%
2023-11-1 19:02:11-debug: run build task 查询 Asset Bundle success in 1 ms √10%
2023-11-1 19:02:11-debug: // ---- build task 整理部分构建选项内数据到 settings.json ---- (1ms)
2023-11-1 19:02:11-debug: // ---- build task 填充脚本数据到 settings.json ----
2023-11-1 19:02:11-debug: [Build Memory track]: 整理部分构建选项内数据到 settings.json start:285.66MB, end 285.68MB, increase: 12.87KB
2023-11-1 19:02:11-debug: 填充脚本数据到 settings.json start12%
2023-11-1 19:02:11-debug: run build task 整理部分构建选项内数据到 settings.json success in 1 ms √12%
2023-11-1 19:02:11-debug: // ---- build task 填充脚本数据到 settings.json ---- (1ms)
2023-11-1 19:02:11-debug: 整理部分构建选项内数据到 settings.json start13%
2023-11-1 19:02:11-debug: [Build Memory track]: 填充脚本数据到 settings.json start:285.68MB, end 285.70MB, increase: 12.31KB
2023-11-1 19:02:11-debug: // ---- build task 整理部分构建选项内数据到 settings.json ----
2023-11-1 19:02:11-debug: run build task 填充脚本数据到 settings.json success in 1 ms √13%
2023-11-1 19:02:11-debug: // ---- build task 整理部分构建选项内数据到 settings.json ---- (4ms)
2023-11-1 19:02:11-debug: run build task 整理部分构建选项内数据到 settings.json success in 4 ms √15%
2023-11-1 19:02:11-debug: [Build Memory track]: 整理部分构建选项内数据到 settings.json start:285.70MB, end 285.76MB, increase: 56.14KB
2023-11-1 19:03:28-debug: refresh db internal success
2023-11-1 19:03:28-debug: %cImport%c: /Users/hanchuang/Games/RotateBlock/assets/src/GameArea.tsbackground: #aaff85; color: #000;color: #000;
2023-11-1 19:03:28-debug: refresh db assets success
2023-11-1 19:03:28-debug: Run asset db hook engine-extends:afterRefresh ...
2023-11-1 19:03:28-debug: Run asset db hook engine-extends:afterRefresh success!
2023-11-1 19:03:28-debug: asset-db:refresh-all-database (54ms)
2023-11-1 19:03:28-debug: asset-db:worker-effect-data-processing (1ms)
2023-11-1 19:03:28-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
2023-11-1 19:03:29-debug: Query all assets info in project
2023-11-1 19:03:29-debug: init custom config: keepNodeUuid: false, useCache: true
2023-11-1 19:03:29-debug:   Number of all scenes: 1
2023-11-1 19:03:29-debug:   Number of all scripts: 8
2023-11-1 19:03:29-debug:   Number of other assets: 345
2023-11-1 19:03:29-debug: reload all scripts.
2023-11-1 19:03:29-debug: Incremental keys: 
2023-11-1 19:03:29-debug: Set detail map pack:///resolution-detail-map.json: {}
2023-11-1 19:03:29-debug: Unregister Block
2023-11-1 19:03:29-debug: Unregister GameScene
2023-11-1 19:03:29-debug: Invalidating 'pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js'
2023-11-1 19:03:29-debug: Invalidating 'pack:///chunks/0a/0a9720cd6802460e9ee754bdc90c884642eb8e69.js'
2023-11-1 19:03:29-debug: Invalidating 'pack:///chunks/d5/d5608b38b037f8fab3d80ad8b6997514f74129c4.js'
2023-11-1 19:03:29-debug: Invalidating 'pack:///chunks/69/692e357ab8dd6d6e732a354852c3b84dccf14e4a.js'
2023-11-1 19:03:29-debug: Invalidating 'pack:///chunks/84/84741ad843cea9a440c5d8c2d379669b6551400d.js'
2023-11-1 19:03:29-debug: Invalidating 'pack:///chunks/a2/a2b655cedf35e35fc255672fe3c4d5cbea7db315.js'
2023-11-1 19:03:29-debug: Invalidating 'pack:///chunks/76/76c1a93cee563317f70de2023153b810d0a8102a.js'
2023-11-1 19:03:29-debug: Invalidating 'pack:///chunks/5a/5ab9e479b5c0cbffca677f7a3c43dc3164f4a474.js'
2023-11-1 19:03:29-debug: Invalidating 'pack:///chunks/1c/1c69316886ce14ef42666f507400192cad65d566.js'
2023-11-1 19:03:29-debug: Invalidating 'pack:///chunks/7a/7a88c74a893484bc78ec61e61067a12144b83816.js'
2023-11-1 19:03:29-debug: Invalidating 'pack:///chunks/f2/f29d2023fa2c129e1974c0c3c054597773b17d4d.js'
2023-11-1 19:03:29-debug: [[Executor]] Module "pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js" loaded.
2023-11-1 19:03:29-debug: Unregister GameArea
2023-11-1 19:03:29-debug: Unregister DebugViewRuntimeControl
2023-11-1 19:03:29-debug: Unregister Grid
2023-11-1 19:03:29-debug: /Users/hanchuang/Games/RotateBlock/temp/programming/packer-driver/targets/editor/chunks/0a/0a9720cd6802460e9ee754bdc90c884642eb8e69.js resolved to /Users/hanchuang/Games/RotateBlock/temp/programming/packer-driver/targets/editor/chunks/0a/0a9720cd6802460e9ee754bdc90c884642eb8e69.js is not in module cache!
2023-11-1 19:03:29-debug: [[Executor]] Module "pack:///chunks/0a/0a9720cd6802460e9ee754bdc90c884642eb8e69.js" loaded.
2023-11-1 19:03:29-debug: [[Executor]] Register DebugViewRuntimeControl
2023-11-1 19:03:29-debug: [[Executor]] Module "pack:///chunks/d5/d5608b38b037f8fab3d80ad8b6997514f74129c4.js" loaded.
2023-11-1 19:03:29-debug: /Users/hanchuang/Games/RotateBlock/temp/programming/packer-driver/targets/editor/chunks/db/dba5fab843866f5fbc78bb8b4eb5af4809ec110d.js resolved to /Users/hanchuang/Games/RotateBlock/temp/programming/packer-driver/targets/editor/chunks/db/dba5fab843866f5fbc78bb8b4eb5af4809ec110d.js is not in module cache!
2023-11-1 19:03:29-debug: [[Executor]] Module "pack:///chunks/1c/1c69316886ce14ef42666f507400192cad65d566.js" loaded.
2023-11-1 19:03:29-debug: [[Executor]] Register GameArea
2023-11-1 19:03:29-debug: [[Executor]] Module "pack:///chunks/db/dba5fab843866f5fbc78bb8b4eb5af4809ec110d.js" loaded.
2023-11-1 19:03:29-debug: [[Executor]] Module "pack:///chunks/76/76c1a93cee563317f70de2023153b810d0a8102a.js" loaded.
2023-11-1 19:03:29-debug: [[Executor]] Register Block
2023-11-1 19:03:29-debug: [[Executor]] Module "pack:///chunks/69/692e357ab8dd6d6e732a354852c3b84dccf14e4a.js" loaded.
2023-11-1 19:03:29-debug: [[Executor]] Module "pack:///chunks/7a/7a88c74a893484bc78ec61e61067a12144b83816.js" loaded.
2023-11-1 19:03:29-debug: [[Executor]] Register GameScene
2023-11-1 19:03:29-debug: [[Executor]] Module "pack:///chunks/f2/f29d2023fa2c129e1974c0c3c054597773b17d4d.js" loaded.
2023-11-1 19:03:29-debug: [[Executor]] Module "pack:///chunks/0a/0a9720cd6802460e9ee754bdc90c884642eb8e69.js" loaded.
2023-11-1 19:03:29-debug: 查询 Asset Bundle start0%
2023-11-1 19:03:29-debug: // ---- build task 查询 Asset Bundle ----
2023-11-1 19:03:29-debug: [[Executor]] Register Grid
2023-11-1 19:03:29-debug: [[Executor]] Module "pack:///chunks/a2/a2b655cedf35e35fc255672fe3c4d5cbea7db315.js" loaded.
2023-11-1 19:03:29-debug: [[Executor]] Module "pack:///chunks/84/84741ad843cea9a440c5d8c2d379669b6551400d.js" loaded.
2023-11-1 19:03:29-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
2023-11-1 19:03:29-debug: // ---- build task 查询 Asset Bundle ---- (13ms)
2023-11-1 19:03:29-debug: run build task 查询 Asset Bundle success in 13 ms √5%
2023-11-1 19:03:29-debug: [Build Memory track]: 查询 Asset Bundle start:287.04MB, end 288.24MB, increase: 1.20MB
2023-11-1 19:03:29-debug: 查询 Asset Bundle start5%
2023-11-1 19:03:29-debug: // ---- build task 查询 Asset Bundle ----
2023-11-1 19:03:29-debug: // ---- build task 查询 Asset Bundle ---- (1ms)
2023-11-1 19:03:29-debug: run build task 查询 Asset Bundle success in 1 ms √10%
2023-11-1 19:03:29-debug: [Build Memory track]: 查询 Asset Bundle start:288.25MB, end 288.26MB, increase: 10.81KB
2023-11-1 19:03:29-debug: 整理部分构建选项内数据到 settings.json start10%
2023-11-1 19:03:29-debug: // ---- build task 整理部分构建选项内数据到 settings.json ----
2023-11-1 19:03:29-debug: run build task 整理部分构建选项内数据到 settings.json success in 0 ms √12%
2023-11-1 19:03:29-debug: [Build Memory track]: 整理部分构建选项内数据到 settings.json start:288.27MB, end 288.28MB, increase: 11.92KB
2023-11-1 19:03:29-debug: 填充脚本数据到 settings.json start12%
2023-11-1 19:03:29-debug: // ---- build task 填充脚本数据到 settings.json ----
2023-11-1 19:03:29-debug: run build task 填充脚本数据到 settings.json success in 0 ms √13%
2023-11-1 19:03:29-debug: [Build Memory track]: 填充脚本数据到 settings.json start:288.29MB, end 288.30MB, increase: 9.35KB
2023-11-1 19:03:29-debug: 整理部分构建选项内数据到 settings.json start13%
2023-11-1 19:03:29-debug: // ---- build task 整理部分构建选项内数据到 settings.json ----
2023-11-1 19:03:29-debug: // ---- build task 整理部分构建选项内数据到 settings.json ---- (5ms)
2023-11-1 19:03:29-debug: run build task 整理部分构建选项内数据到 settings.json success in 5 ms √15%
2023-11-1 19:03:29-debug: [Build Memory track]: 整理部分构建选项内数据到 settings.json start:288.30MB, end 288.37MB, increase: 66.84KB
2023-11-1 19:04:56-debug: refresh db internal success
2023-11-1 19:04:56-debug: %cImport%c: /Users/hanchuang/Games/RotateBlock/assets/src/GameArea.tsbackground: #aaff85; color: #000;color: #000;
2023-11-1 19:04:56-debug: refresh db assets success
2023-11-1 19:04:56-debug: Run asset db hook engine-extends:afterRefresh ...
2023-11-1 19:04:56-debug: Run asset db hook engine-extends:afterRefresh success!
2023-11-1 19:04:56-debug: asset-db:refresh-all-database (50ms)
2023-11-1 19:04:56-debug: asset-db:worker-effect-data-processing (2ms)
2023-11-1 19:04:56-debug: asset-db-hook-engine-extends-afterRefresh (2ms)
2023-11-1 19:04:57-debug: Query all assets info in project
2023-11-1 19:04:57-debug: init custom config: keepNodeUuid: false, useCache: true
2023-11-1 19:04:57-debug:   Number of all scenes: 1
2023-11-1 19:04:57-debug:   Number of other assets: 345
2023-11-1 19:04:57-debug:   Number of all scripts: 8
2023-11-1 19:04:57-debug: Incremental keys: 
2023-11-1 19:04:57-debug: reload all scripts.
2023-11-1 19:04:57-debug: Set detail map pack:///resolution-detail-map.json: {}
2023-11-1 19:04:57-debug: Unregister Block
2023-11-1 19:04:57-debug: Unregister GameScene
2023-11-1 19:04:57-debug: Invalidating 'pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js'
2023-11-1 19:04:57-debug: Invalidating 'pack:///chunks/0a/0a9720cd6802460e9ee754bdc90c884642eb8e69.js'
2023-11-1 19:04:57-debug: Invalidating 'pack:///chunks/d5/d5608b38b037f8fab3d80ad8b6997514f74129c4.js'
2023-11-1 19:04:57-debug: Invalidating 'pack:///chunks/69/692e357ab8dd6d6e732a354852c3b84dccf14e4a.js'
2023-11-1 19:04:57-debug: Invalidating 'pack:///chunks/84/84741ad843cea9a440c5d8c2d379669b6551400d.js'
2023-11-1 19:04:57-debug: Invalidating 'pack:///chunks/a2/a2b655cedf35e35fc255672fe3c4d5cbea7db315.js'
2023-11-1 19:04:57-debug: Invalidating 'pack:///chunks/76/76c1a93cee563317f70de2023153b810d0a8102a.js'
2023-11-1 19:04:57-debug: Invalidating 'pack:///chunks/db/dba5fab843866f5fbc78bb8b4eb5af4809ec110d.js'
2023-11-1 19:04:57-debug: Invalidating 'pack:///chunks/1c/1c69316886ce14ef42666f507400192cad65d566.js'
2023-11-1 19:04:57-debug: Invalidating 'pack:///chunks/7a/7a88c74a893484bc78ec61e61067a12144b83816.js'
2023-11-1 19:04:57-debug: Invalidating 'pack:///chunks/f2/f29d2023fa2c129e1974c0c3c054597773b17d4d.js'
2023-11-1 19:04:57-debug: [[Executor]] Module "pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js" loaded.
2023-11-1 19:04:57-debug: Unregister DebugViewRuntimeControl
2023-11-1 19:04:57-debug: Unregister Grid
2023-11-1 19:04:57-debug: Unregister GameArea
2023-11-1 19:04:57-debug: /Users/hanchuang/Games/RotateBlock/temp/programming/packer-driver/targets/editor/chunks/0a/0a9720cd6802460e9ee754bdc90c884642eb8e69.js resolved to /Users/hanchuang/Games/RotateBlock/temp/programming/packer-driver/targets/editor/chunks/0a/0a9720cd6802460e9ee754bdc90c884642eb8e69.js is not in module cache!
